Review_ID,Review_Text,Sentiment
871,The item arrived late and was damaged. Very disappointed.,Negative
883,I wouldn't recommend this to my friends. Poor performance.,Negative
681,I wouldn't recommend this to my friends. Poor performance.,Negative
178,I wouldn't recommend this to my friends. Poor performance.,Negative
396,,Neutral
912,"Neutral feelings about this product, it's just average.",Neutral
794,I love this product! It has changed my life.,Positive
961,"Neutral feelings about this product, it's just average.",Neutral
685,This is the best purchase I've made this year!,Positive
384,I wouldn't recommend this to my friends. Poor performance.,Negative
957,Amazing quality and great value for the price!,Positive
752,Excellent service and fast delivery. Highly recommend!,Positive
258,"Neutral feelings about this product, it's just average.",Neutral
539,"Neutral feelings about this product, it's just average.",Neutral
336,Not satisfied with the quality. It feels cheap.,Negative
16,Excellent service and fast delivery. Highly recommend!,Positive
325,"Terrible experience, the product broke after a week.",Negative
759,This is the best purchase I've made this year!,Positive
223,"Terrible experience, the product broke after a week.",Negative
180,Excellent service and fast delivery. Highly recommend!,Positive
984,"Neutral feelings about this product, it's just average.",Neutral
23,The item arrived late and was damaged. Very disappointed.,Negative
357,This is the best purchase I've made this year!,Positive
667,Not satisfied with the quality. It feels cheap.,Negative
862,Excellent service and fast delivery. Highly recommend!,Positive
341,I wouldn't recommend this to my friends. Poor performance.,Negative
432,Amazing quality and great value for the price!,Positive
552,"The product is okay, but nothing special.",Neutral
834,"Neutral feelings about this product, it's just average.",Neutral
204,"Terrible experience, the product broke after a week.",Negative
631,"Neutral feelings about this product, it's just average.",Neutral
94,Excellent service and fast delivery. Highly recommend!,Positive
559,"Neutral feelings about this product, it's just average.",Neutral
69,This is the best purchase I've made this year!,Positive
623,"The product is okay, but nothing special.",Neutral
285,Amazing quality and great value for the price!,Positive
845,Excellent service and fast delivery. Highly recommend!,Positive
435,This is the best purchase I've made this year!,Positive
154,I love this product! It has changed my life.,Positive
76,Excellent service and fast delivery. Highly recommend!,Positive
731,Not satisfied with the quality. It feels cheap.,Negative
447,This is the best purchase I've made this year!,Positive
189,"Terrible experience, the product broke after a week.",Negative
272,"The product is okay, but nothing special.",Neutral
237,Excellent service and fast delivery. Highly recommend!,Positive
488,Not satisfied with the quality. It feels cheap.,Negative
118,"The product is okay, but nothing special.",Neutral
944,Amazing quality and great value for the price!,Positive
513,I love this product! It has changed my life.,Positive
826,Amazing quality and great value for the price!,Positive
592,"Neutral feelings about this product, it's just average.",Neutral
127,Not satisfied with the quality. It feels cheap.,Negative
117,"The product is okay, but nothing special.",Neutral
474,The item arrived late and was damaged. Very disappointed.,Negative
694,"Neutral feelings about this product, it's just average.",Neutral
58,Excellent service and fast delivery. Highly recommend!,Positive
864,Not satisfied with the quality. It feels cheap.,Negative
913,Amazing quality and great value for the price!,Positive
370,"The product is okay, but nothing special.",Neutral
269,The item arrived late and was damaged. Very disappointed.,Negative
47,"Terrible experience, the product broke after a week.",Negative
350,"Terrible experience, the product broke after a week.",Negative
196,Amazing quality and great value for the price!,Positive
1000,I love this product! It has changed my life.,Positive
835,"Neutral feelings about this product, it's just average.",Neutral
737,Excellent service and fast delivery. Highly recommend!,Positive
264,I love this product! It has changed my life.,Positive
444,I wouldn't recommend this to my friends. Poor performance.,Negative
676,"Terrible experience, the product broke after a week.",Negative
305,The item arrived late and was damaged. Very disappointed.,Negative
342,Amazing quality and great value for the price!,Positive
967,Not satisfied with the quality. It feels cheap.,Negative
150,This is the best purchase I've made this year!,Positive
125,"Neutral feelings about this product, it's just average.",Neutral
787,This is the best purchase I've made this year!,Positive
51,Not satisfied with the quality. It feels cheap.,Negative
354,Not satisfied with the quality. It feels cheap.,Negative
928,This is the best purchase I've made this year!,Positive
143,Amazing quality and great value for the price!,Positive
471,Not satisfied with the quality. It feels cheap.,Negative
400,I wouldn't recommend this to my friends. Poor performance.,Negative
626,I love this product! It has changed my life.,Positive
321,I love this product! It has changed my life.,Positive
20,Amazing quality and great value for the price!,Positive
810,Not satisfied with the quality. It feels cheap.,Negative
791,Amazing quality and great value for the price!,Positive
809,I love this product! It has changed my life.,Positive
408,This is the best purchase I've made this year!,Positive
538,"Terrible experience, the product broke after a week.",Negative
621,"Terrible experience, the product broke after a week.",Negative
39,"Terrible experience, the product broke after a week.",Negative
176,Not satisfied with the quality. It feels cheap.,Negative
246,"Terrible experience, the product broke after a week.",Negative
829,I wouldn't recommend this to my friends. Poor performance.,Negative
668,"Terrible experience, the product broke after a week.",Negative
755,This is the best purchase I've made this year!,Positive
859,"Neutral feelings about this product, it's just average.",Neutral
155,I wouldn't recommend this to my friends. Poor performance.,Negative
288,I love this product! It has changed my life.,Positive
603,Excellent service and fast delivery. Highly recommend!,Positive
570,"Terrible experience, the product broke after a week.",Negative
744,"Neutral feelings about this product, it's just average.",Neutral
18,I wouldn't recommend this to my friends. Poor performance.,Negative
128,Amazing quality and great value for the price!,Positive
323,I wouldn't recommend this to my friends. Poor performance.,Negative
256,The item arrived late and was damaged. Very disappointed.,Negative
658,Excellent service and fast delivery. Highly recommend!,Positive
965,Excellent service and fast delivery. Highly recommend!,Positive
191,Excellent service and fast delivery. Highly recommend!,Positive
116,"Terrible experience, the product broke after a week.",Negative
617,The item arrived late and was damaged. Very disappointed.,Negative
607,I love this product! It has changed my life.,Positive
181,Amazing quality and great value for the price!,Positive
302,I love this product! It has changed my life.,Positive
760,The item arrived late and was damaged. Very disappointed.,Negative
713,"Terrible experience, the product broke after a week.",Negative
724,This is the best purchase I've made this year!,Positive
686,Amazing quality and great value for the price!,Positive
980,Amazing quality and great value for the price!,Positive
518,"Terrible experience, the product broke after a week.",Negative
985,Excellent service and fast delivery. Highly recommend!,Positive
46,Amazing quality and great value for the price!,Positive
910,I love this product! It has changed my life.,Positive
158,I love this product! It has changed my life.,Positive
852,Amazing quality and great value for the price!,Positive
172,"The product is okay, but nothing special.",Neutral
17,Amazing quality and great value for the price!,Positive
512,"The product is okay, but nothing special.",Neutral
49,"Terrible experience, the product broke after a week.",Negative
972,"Terrible experience, the product broke after a week.",Negative
941,The item arrived late and was damaged. Very disappointed.,Negative
516,"Neutral feelings about this product, it's just average.",Neutral
953,"Neutral feelings about this product, it's just average.",Neutral
481,"The product is okay, but nothing special.",Neutral
284,"Neutral feelings about this product, it's just average.",Neutral
719,I wouldn't recommend this to my friends. Poor performance.,Negative
878,"Terrible experience, the product broke after a week.",Negative
226,The item arrived late and was damaged. Very disappointed.,Negative
27,Not satisfied with the quality. It feels cheap.,Negative
955,Excellent service and fast delivery. Highly recommend!,Positive
438,Not satisfied with the quality. It feels cheap.,Negative
952,"Neutral feelings about this product, it's just average.",Neutral
365,The item arrived late and was damaged. Very disappointed.,Negative
230,"Terrible experience, the product broke after a week.",Negative
38,The item arrived late and was damaged. Very disappointed.,Negative
966,"The product is okay, but nothing special.",Neutral
375,The item arrived late and was damaged. Very disappointed.,Negative
470,Amazing quality and great value for the price!,Positive
968,Amazing quality and great value for the price!,Positive
851,"The product is okay, but nothing special.",Neutral
705,Amazing quality and great value for the price!,Positive
842,I love this product! It has changed my life.,Positive
195,I wouldn't recommend this to my friends. Poor performance.,Negative
855,I love this product! It has changed my life.,Positive
865,"Neutral feelings about this product, it's just average.",Neutral
504,Amazing quality and great value for the price!,Positive
970,Amazing quality and great value for the price!,Positive
831,Excellent service and fast delivery. Highly recommend!,Positive
580,This is the best purchase I've made this year!,Positive
969,I love this product! It has changed my life.,Positive
163,I love this product! It has changed my life.,Positive
909,I wouldn't recommend this to my friends. Poor performance.,Negative
153,Amazing quality and great value for the price!,Positive
802,I wouldn't recommend this to my friends. Poor performance.,Negative
994,"Terrible experience, the product broke after a week.",Negative
756,"Neutral feelings about this product, it's just average.",Neutral
112,Amazing quality and great value for the price!,Positive
227,The item arrived late and was damaged. Very disappointed.,Negative
689,"Terrible experience, the product broke after a week.",Negative
104,Not satisfied with the quality. It feels cheap.,Negative
422,Excellent service and fast delivery. Highly recommend!,Positive
420,This is the best purchase I've made this year!,Positive
751,The item arrived late and was damaged. Very disappointed.,Negative
587,The item arrived late and was damaged. Very disappointed.,Negative
781,I wouldn't recommend this to my friends. Poor performance.,Negative
673,The item arrived late and was damaged. Very disappointed.,Negative
120,I wouldn't recommend this to my friends. Poor performance.,Negative
54,I wouldn't recommend this to my friends. Poor performance.,Negative
152,Amazing quality and great value for the price!,Positive
404,"The product is okay, but nothing special.",Neutral
946,The item arrived late and was damaged. Very disappointed.,Negative
208,Amazing quality and great value for the price!,Positive
659,"Neutral feelings about this product, it's just average.",Neutral
844,"Terrible experience, the product broke after a week.",Negative
763,This is the best purchase I've made this year!,Positive
9,"Terrible experience, the product broke after a week.",Negative
808,"The product is okay, but nothing special.",Neutral
37,"Terrible experience, the product broke after a week.",Negative
453,I wouldn't recommend this to my friends. Poor performance.,Negative
652,"The product is okay, but nothing special.",Neutral
254,Excellent service and fast delivery. Highly recommend!,Positive
304,"Terrible experience, the product broke after a week.",Negative
747,I love this product! It has changed my life.,Positive
572,"The product is okay, but nothing special.",Neutral
624,"Neutral feelings about this product, it's just average.",Neutral
733,Not satisfied with the quality. It feels cheap.,Negative
892,Amazing quality and great value for the price!,Positive
263,The item arrived late and was damaged. Very disappointed.,Negative
611,"The product is okay, but nothing special.",Neutral
298,I wouldn't recommend this to my friends. Poor performance.,Negative
415,I love this product! It has changed my life.,Positive
151,"The product is okay, but nothing special.",Neutral
789,Not satisfied with the quality. It feels cheap.,Negative
641,Amazing quality and great value for the price!,Positive
890,Not satisfied with the quality. It feels cheap.,Negative
551,"Neutral feelings about this product, it's just average.",Neutral
887,"Neutral feelings about this product, it's just average.",Neutral
489,Not satisfied with the quality. It feels cheap.,Negative
148,Excellent service and fast delivery. Highly recommend!,Positive
147,I wouldn't recommend this to my friends. Poor performance.,Negative
721,This is the best purchase I've made this year!,Positive
932,The item arrived late and was damaged. Very disappointed.,Negative
740,The item arrived late and was damaged. Very disappointed.,Negative
660,Not satisfied with the quality. It feels cheap.,Negative
349,"Terrible experience, the product broke after a week.",Negative
464,"Terrible experience, the product broke after a week.",Negative
326,"Terrible experience, the product broke after a week.",Negative
187,Amazing quality and great value for the price!,Positive
124,I wouldn't recommend this to my friends. Poor performance.,Negative
854,"The product is okay, but nothing special.",Neutral
609,This is the best purchase I've made this year!,Positive
144,"Terrible experience, the product broke after a week.",Negative
959,Not satisfied with the quality. It feels cheap.,Negative
198,I wouldn't recommend this to my friends. Poor performance.,Negative
610,The item arrived late and was damaged. Very disappointed.,Negative
280,This is the best purchase I've made this year!,Positive
294,"Terrible experience, the product broke after a week.",Negative
401,"The product is okay, but nothing special.",Neutral
123,The item arrived late and was damaged. Very disappointed.,Negative
184,The item arrived late and was damaged. Very disappointed.,Negative
203,Excellent service and fast delivery. Highly recommend!,Positive
439,"The product is okay, but nothing special.",Neutral
247,"Neutral feelings about this product, it's just average.",Neutral
416,"Neutral feelings about this product, it's just average.",Neutral
933,Amazing quality and great value for the price!,Positive
766,Not satisfied with the quality. It feels cheap.,Negative
907,I love this product! It has changed my life.,Positive
836,Not satisfied with the quality. It feels cheap.,Negative
888,Not satisfied with the quality. It feels cheap.,Negative
130,"Terrible experience, the product broke after a week.",Negative
638,"Terrible experience, the product broke after a week.",Negative
403,"The product is okay, but nothing special.",Neutral
785,Not satisfied with the quality. It feels cheap.,Negative
771,This is the best purchase I've made this year!,Positive
736,Amazing quality and great value for the price!,Positive
914,"Neutral feelings about this product, it's just average.",Neutral
220,The item arrived late and was damaged. Very disappointed.,Negative
642,I love this product! It has changed my life.,Positive
916,"The product is okay, but nothing special.",Neutral
753,Not satisfied with the quality. It feels cheap.,Negative
807,This is the best purchase I've made this year!,Positive
920,"Terrible experience, the product broke after a week.",Negative
625,"The product is okay, but nothing special.",Neutral
875,"The product is okay, but nothing special.",Neutral
761,Amazing quality and great value for the price!,Positive
387,The item arrived late and was damaged. Very disappointed.,Negative
973,Excellent service and fast delivery. Highly recommend!,Positive
510,Excellent service and fast delivery. Highly recommend!,Positive
268,Not satisfied with the quality. It feels cheap.,Negative
820,"The product is okay, but nothing special.",Neutral
442,I love this product! It has changed my life.,Positive
497,"Neutral feelings about this product, it's just average.",Neutral
113,"Neutral feelings about this product, it's just average.",Neutral
692,I love this product! It has changed my life.,Positive
233,This is the best purchase I've made this year!,Positive
870,Excellent service and fast delivery. Highly recommend!,Positive
608,The item arrived late and was damaged. Very disappointed.,Negative
672,I wouldn't recommend this to my friends. Poor performance.,Negative
374,Amazing quality and great value for the price!,Positive
982,The item arrived late and was damaged. Very disappointed.,Negative
843,I wouldn't recommend this to my friends. Poor performance.,Negative
234,"Terrible experience, the product broke after a week.",Negative
786,Excellent service and fast delivery. Highly recommend!,Positive
677,I wouldn't recommend this to my friends. Poor performance.,Negative
318,"Neutral feelings about this product, it's just average.",Neutral
649,Excellent service and fast delivery. Highly recommend!,Positive
411,Not satisfied with the quality. It feels cheap.,Negative
899,This is the best purchase I've made this year!,Positive
710,Not satisfied with the quality. It feels cheap.,Negative
359,Not satisfied with the quality. It feels cheap.,Negative
259,Excellent service and fast delivery. Highly recommend!,Positive
745,"Neutral feelings about this product, it's just average.",Neutral
628,The item arrived late and was damaged. Very disappointed.,Negative
633,This is the best purchase I've made this year!,Positive
283,I wouldn't recommend this to my friends. Poor performance.,Negative
377,I love this product! It has changed my life.,Positive
385,Amazing quality and great value for the price!,Positive
225,This is the best purchase I've made this year!,Positive
954,I love this product! It has changed my life.,Positive
815,"Neutral feelings about this product, it's just average.",Neutral
473,This is the best purchase I've made this year!,Positive
348,Not satisfied with the quality. It feels cheap.,Negative
506,This is the best purchase I've made this year!,Positive
640,I love this product! It has changed my life.,Positive
988,"The product is okay, but nothing special.",Neutral
929,The item arrived late and was damaged. Very disappointed.,Negative
906,I wouldn't recommend this to my friends. Poor performance.,Negative
620,I love this product! It has changed my life.,Positive
856,The item arrived late and was damaged. Very disappointed.,Negative
804,"Neutral feelings about this product, it's just average.",Neutral
646,I love this product! It has changed my life.,Positive
847,Not satisfied with the quality. It feels cheap.,Negative
557,Not satisfied with the quality. It feels cheap.,Negative
958,"The product is okay, but nothing special.",Neutral
578,The item arrived late and was damaged. Very disappointed.,Negative
796,Amazing quality and great value for the price!,Positive
86,I love this product! It has changed my life.,Positive
243,Not satisfied with the quality. It feels cheap.,Negative
699,"The product is okay, but nothing special.",Neutral
160,This is the best purchase I've made this year!,Positive
525,The item arrived late and was damaged. Very disappointed.,Negative
36,"Terrible experience, the product broke after a week.",Negative
541,"Neutral feelings about this product, it's just average.",Neutral
171,"The product is okay, but nothing special.",Neutral
655,"Neutral feelings about this product, it's just average.",Neutral
891,Amazing quality and great value for the price!,Positive
858,I wouldn't recommend this to my friends. Poor performance.,Negative
848,"Terrible experience, the product broke after a week.",Negative
945,"Neutral feelings about this product, it's just average.",Neutral
734,Amazing quality and great value for the price!,Positive
96,The item arrived late and was damaged. Very disappointed.,Negative
564,Not satisfied with the quality. It feels cheap.,Negative
241,The item arrived late and was damaged. Very disappointed.,Negative
743,Excellent service and fast delivery. Highly recommend!,Positive
575,"The product is okay, but nothing special.",Neutral
691,This is the best purchase I've made this year!,Positive
461,Excellent service and fast delivery. Highly recommend!,Positive
554,"Neutral feelings about this product, it's just average.",Neutral
889,The item arrived late and was damaged. Very disappointed.,Negative
207,"Terrible experience, the product broke after a week.",Negative
393,This is the best purchase I've made this year!,Positive
795,I love this product! It has changed my life.,Positive
398,Amazing quality and great value for the price!,Positive
767,Not satisfied with the quality. It feels cheap.,Negative
849,"The product is okay, but nothing special.",Neutral
218,Excellent service and fast delivery. Highly recommend!,Positive
5,Excellent service and fast delivery. Highly recommend!,Positive
769,"Terrible experience, the product broke after a week.",Negative
643,This is the best purchase I've made this year!,Positive
930,"Neutral feelings about this product, it's just average.",Neutral
613,"The product is okay, but nothing special.",Neutral
739,Excellent service and fast delivery. Highly recommend!,Positive
547,I wouldn't recommend this to my friends. Poor performance.,Negative
726,"Neutral feelings about this product, it's just average.",Neutral
684,I love this product! It has changed my life.,Positive
99,Not satisfied with the quality. It feels cheap.,Negative
805,"Neutral feelings about this product, it's just average.",Neutral
728,This is the best purchase I've made this year!,Positive
574,The item arrived late and was damaged. Very disappointed.,Negative
407,"The product is okay, but nothing special.",Neutral
503,Not satisfied with the quality. It feels cheap.,Negative
48,The item arrived late and was damaged. Very disappointed.,Negative
33,"The product is okay, but nothing special.",Neutral
780,Amazing quality and great value for the price!,Positive
840,I wouldn't recommend this to my friends. Poor performance.,Negative
201,"Terrible experience, the product broke after a week.",Negative
135,Not satisfied with the quality. It feels cheap.,Negative
28,I love this product! It has changed my life.,Positive
881,Not satisfied with the quality. It feels cheap.,Negative
231,I love this product! It has changed my life.,Positive
490,Excellent service and fast delivery. Highly recommend!,Positive
773,Amazing quality and great value for the price!,Positive
379,"Terrible experience, the product broke after a week.",Negative
289,Amazing quality and great value for the price!,Positive
419,"Neutral feelings about this product, it's just average.",Neutral
675,Excellent service and fast delivery. Highly recommend!,Positive
392,I love this product! It has changed my life.,Positive
593,I love this product! It has changed my life.,Positive
499,Amazing quality and great value for the price!,Positive
139,I love this product! It has changed my life.,Positive
63,The item arrived late and was damaged. Very disappointed.,Negative
472,The item arrived late and was damaged. Very disappointed.,Negative
648,Excellent service and fast delivery. Highly recommend!,Positive
129,I love this product! It has changed my life.,Positive
977,"The product is okay, but nothing special.",Neutral
521,I wouldn't recommend this to my friends. Poor performance.,Negative
839,Not satisfied with the quality. It feels cheap.,Negative
963,I love this product! It has changed my life.,Positive
65,"Neutral feelings about this product, it's just average.",Neutral
813,"Terrible experience, the product broke after a week.",Negative
15,Excellent service and fast delivery. Highly recommend!,Positive
157,"Neutral feelings about this product, it's just average.",Neutral
41,This is the best purchase I've made this year!,Positive
493,I wouldn't recommend this to my friends. Poor performance.,Negative
380,"The product is okay, but nothing special.",Neutral
188,"Neutral feelings about this product, it's just average.",Neutral
764,"Neutral feelings about this product, it's just average.",Neutral
217,"Neutral feelings about this product, it's just average.",Neutral
792,"The product is okay, but nothing special.",Neutral
53,This is the best purchase I've made this year!,Positive
879,I love this product! It has changed my life.,Positive
338,"Neutral feelings about this product, it's just average.",Neutral
749,Not satisfied with the quality. It feels cheap.,Negative
720,The item arrived late and was damaged. Very disappointed.,Negative
725,"The product is okay, but nothing special.",Neutral
296,The item arrived late and was damaged. Very disappointed.,Negative
702,Amazing quality and great value for the price!,Positive
252,I love this product! It has changed my life.,Positive
727,Excellent service and fast delivery. Highly recommend!,Positive
462,This is the best purchase I've made this year!,Positive
456,I love this product! It has changed my life.,Positive
997,This is the best purchase I've made this year!,Positive
816,"Terrible experience, the product broke after a week.",Negative
863,Not satisfied with the quality. It feels cheap.,Negative
270,Amazing quality and great value for the price!,Positive
202,I love this product! It has changed my life.,Positive
162,Excellent service and fast delivery. Highly recommend!,Positive
556,Excellent service and fast delivery. Highly recommend!,Positive
730,This is the best purchase I've made this year!,Positive
402,Excellent service and fast delivery. Highly recommend!,Positive
703,Not satisfied with the quality. It feels cheap.,Negative
477,"The product is okay, but nothing special.",Neutral
822,Not satisfied with the quality. It feels cheap.,Negative
772,"Terrible experience, the product broke after a week.",Negative
106,The item arrived late and was damaged. Very disappointed.,Negative
566,Not satisfied with the quality. It feels cheap.,Negative
390,Not satisfied with the quality. It feels cheap.,Negative
2,I love this product! It has changed my life.,Positive
938,Not satisfied with the quality. It feels cheap.,Negative
983,"Neutral feelings about this product, it's just average.",Neutral
562,"Neutral feelings about this product, it's just average.",Neutral
81,Amazing quality and great value for the price!,Positive
206,This is the best purchase I've made this year!,Positive
35,This is the best purchase I've made this year!,Positive
776,Excellent service and fast delivery. Highly recommend!,Positive
509,Not satisfied with the quality. It feels cheap.,Negative
428,Not satisfied with the quality. It feels cheap.,Negative
455,Not satisfied with the quality. It feels cheap.,Negative
367,I love this product! It has changed my life.,Positive
92,I wouldn't recommend this to my friends. Poor performance.,Negative
340,Not satisfied with the quality. It feels cheap.,Negative
898,The item arrived late and was damaged. Very disappointed.,Negative
565,Excellent service and fast delivery. Highly recommend!,Positive
346,"Terrible experience, the product broke after a week.",Negative
777,"Neutral feelings about this product, it's just average.",Neutral
242,"The product is okay, but nothing special.",Neutral
14,"Terrible experience, the product broke after a week.",Negative
316,"The product is okay, but nothing special.",Neutral
601,Excellent service and fast delivery. Highly recommend!,Positive
388,"The product is okay, but nothing special.",Neutral
274,,Neutral
167,"Terrible experience, the product broke after a week.",Negative
841,I wouldn't recommend this to my friends. Poor performance.,Negative
993,"The product is okay, but nothing special.",Neutral
647,I love this product! It has changed my life.,Positive
819,"The product is okay, but nothing special.",Neutral
485,The item arrived late and was damaged. Very disappointed.,Negative
981,Not satisfied with the quality. It feels cheap.,Negative
505,I wouldn't recommend this to my friends. Poor performance.,Negative
832,Amazing quality and great value for the price!,Positive
244,"Neutral feelings about this product, it's just average.",Neutral
567,This is the best purchase I've made this year!,Positive
876,Not satisfied with the quality. It feels cheap.,Negative
563,"Terrible experience, the product broke after a week.",Negative
687,The item arrived late and was damaged. Very disappointed.,Negative
190,Excellent service and fast delivery. Highly recommend!,Positive
783,"Terrible experience, the product broke after a week.",Negative
700,The item arrived late and was damaged. Very disappointed.,Negative
476,Amazing quality and great value for the price!,Positive
682,"Terrible experience, the product broke after a week.",Negative
511,Excellent service and fast delivery. Highly recommend!,Positive
59,Not satisfied with the quality. It feels cheap.,Negative
475,Not satisfied with the quality. It feels cheap.,Negative
561,Not satisfied with the quality. It feels cheap.,Negative
857,"Neutral feelings about this product, it's just average.",Neutral
748,"Terrible experience, the product broke after a week.",Negative
253,"Terrible experience, the product broke after a week.",Negative
22,Amazing quality and great value for the price!,Positive
314,Not satisfied with the quality. It feels cheap.,Negative
460,Amazing quality and great value for the price!,Positive
161,Not satisfied with the quality. It feels cheap.,Negative
277,I wouldn't recommend this to my friends. Poor performance.,Negative
956,Not satisfied with the quality. It feels cheap.,Negative
192,"Terrible experience, the product broke after a week.",Negative
386,"The product is okay, but nothing special.",Neutral
806,"Neutral feelings about this product, it's just average.",Neutral
414,The item arrived late and was damaged. Very disappointed.,Negative
492,I wouldn't recommend this to my friends. Poor performance.,Negative
344,Amazing quality and great value for the price!,Positive
770,Excellent service and fast delivery. Highly recommend!,Positive
309,This is the best purchase I've made this year!,Positive
662,"The product is okay, but nothing special.",Neutral
473,This is the best purchase I've made this year!,Positive
224,The item arrived late and was damaged. Very disappointed.,Negative
73,I wouldn't recommend this to my friends. Poor performance.,Negative
263,The item arrived late and was damaged. Very disappointed.,Negative
663,I wouldn't recommend this to my friends. Poor performance.,Negative
840,I wouldn't recommend this to my friends. Poor performance.,Negative
695,"Terrible experience, the product broke after a week.",Negative
888,Not satisfied with the quality. It feels cheap.,Negative
670,I love this product! It has changed my life.,Positive
577,"Terrible experience, the product broke after a week.",Negative
616,I love this product! It has changed my life.,Positive
867,Excellent service and fast delivery. Highly recommend!,Positive
195,I wouldn't recommend this to my friends. Poor performance.,Negative
521,I wouldn't recommend this to my friends. Poor performance.,Negative
877,"The product is okay, but nothing special.",Neutral
647,I love this product! It has changed my life.,Positive
653,Excellent service and fast delivery. Highly recommend!,Positive
457,The item arrived late and was damaged. Very disappointed.,Negative
623,"The product is okay, but nothing special.",Neutral
839,Not satisfied with the quality. It feels cheap.,Negative
